RENTA,EDAD,NIV_EDUC,COD_OFI,Crédito_1,Crédito_2,Crédito_3,Crédito_4,Número de meses inactivo,GENERO_0.0,GENERO_1.0,E_CIVIL_0.0,E_CIVIL_1.0,E_CIVIL_2.0,E_CIVIL_3.0
52700.0,44.0,4,55,0,0,0.0,600000,1,0,1,0,1,0,0
54400.0,50.0,2,13,0,500000,0.0,0,0,1,0,1,0,0,0
1200000.0,40.0,2,30,1807305,2300000,0.0,617552,3,0,1,0,1,0,0
5470000.0,40.0,2,29,0,16514,0.0,622113,3,1,0,1,0,0,0
770000.0,49.0,1,138,0,-7255,0.0,801618,3,1,0,0,1,0,0
6680000.0,24.0,2,118,0,733853,0.0,24527,0,1,0,0,0,1,0
500000.0,59.0,2,84,0,581247,0.0,0,1,1,0,0,1,0,0
950000.0,41.0,2,122,0,890000,0.0,0,2,0,1,0,1,0,0
680000.0,34.0,4,128,0,138979,0.0,492813,2,1,0,0,1,0,0
520000.0,60.0,2,63,0,0,0.0,0,1,1,0,1,0,0,0
621000.0,28.0,2,27,0,219332,0.0,0,3,0,1,0,1,0,0
634000.0,54.0,2,25,0,500000,0.0,1099438,1,0,1,0,1,0,0
600000.0,32.0,2,34,0,400000,0.0,350000,0,1,0,0,1,0,0
2700000.0,42.0,4,19,0,389673,0.0,0,1,0,1,0,1,0,0
71600.0,50.0,1,27,0,0,0.0,0,1,1,0,1,0,0,0
750000.0,34.0,2,27,0,700000,0.0,0,1,0,1,1,0,0,0
519000.0,48.0,4,138,0,205068,0.0,0,1,0,1,0,1,0,0
4550000.0,32.0,2,62,0,232647,0.0,0,3,1,0,1,0,0,0
1704000.0,51.0,4,90,0,1250000,0.0,751553,3,0,1,1,0,0,0
486000.0,29.0,2,16,0,15132,0.0,140691,1,1,0,1,0,0,0
750000.0,54.0,4,27,0,519917,0.0,291628,1,1,0,0,0,1,0
2000000.0,50.0,1,49,416504,0,0.0,0,1,0,1,0,0,0,1
8000000.0,38.0,2,138,0,1000000,0.0,0,0,1,0,0,0,0,1
650000.0,36.0,4,72,673657,553964,0.0,0,1,0,1,0,1,0,0
1200000.0,38.0,4,18,0,403230,0.0,0,2,0,1,1,0,0,0
484000.0,26.0,1,40,0,743500,0.0,0,1,1,0,0,1,0,0
1264000.0,43.0,2,67,0,800000,0.0,0,0,0,1,1,0,0,0
67400.0,43.0,2,56,0,229558,0.0,698963,1,1,0,1,0,0,0
7500000.0,40.0,4,55,412498,0,0.0,0,2,0,1,0,1,0,0
600000.0,33.0,4,32,0,249000,0.0,462509,1,0,1,1,0,0,0
9200000.0,39.0,2,96,891079,55748,0.0,324557,1,1,0,0,0,0,1
716000.0,40.0,4,13,0,300000,0.0,166,1,0,1,0,1,0,0
744000.0,53.0,4,27,0,103418,0.0,241818,1,0,1,1,0,0,0
544000.0,46.0,1,108,0,664380,0.0,113397,3,0,1,0,1,0,0
550000.0,42.0,4,31,0,611706,0.0,59527,1,1,0,0,1,0,0
1380000.0,60.0,1,68,1403219,3050000,1399989.0,0,0,1,0,0,1,0,0
790000.0,38.0,1,103,0,75510,0.0,437500,3,1,0,0,1,0,0
79600.0,43.0,4,50,0,288732,909851.0,500000,2,0,1,0,1,0,0
530000.0,51.0,1,31,775305,200000,0.0,119492,1,0,1,0,1,0,0
1680000.0,40.0,4,64,0,0,0.0,0,0,1,0,1,0,0,0
500000.0,54.0,1,76,0,7239,0.0,103813,1,1,0,0,1,0,0
603000.0,43.0,4,16,0,0,0.0,0,1,0,1,0,1,0,0
6800000.0,36.0,1,46,0,-1033096,0.0,490893,1,1,0,1,0,0,0
2221000.0,46.0,1,70,0,1250000,0.0,2953011,0,0,1,0,1,0,0
80000.0,60.0,2,30,0,200000,66109.0,0,0,1,0,1,0,0,0
75000.0,61.0,2,52,0,1040000,0.0,0,1,1,0,1,0,0,0
87100.0,52.0,2,56,0,0,0.0,248790,0,1,0,1,0,0,0
635000.0,54.0,4,127,0,150832,0.0,56975,3,0,1,1,0,0,0
650000.0,53.0,1,146,0,1544412,0.0,260790,1,0,1,0,1,0,0
767000.0,32.0,2,71,1062721,224689,0.0,103119,1,0,1,1,0,0,0
701000.0,37.0,1,15,0,355848,0.0,0,1,0,1,0,1,0,0
900000.0,29.0,-1,76,1146683,99600,0.0,790795,1,0,1,0,1,0,0
6210000.0,40.0,1,90,0,377947,0.0,0,1,0,1,0,1,0,0
88000.0,50.0,2,132,0,505329,0.0,500000,3,1,0,1,0,0,0
98800.0,52.0,4,19,1066564,1780000,0.0,0,1,0,1,0,1,0,0
6300000.0,44.0,4,55,611808,29361,0.0,300000,1,0,1,0,1,0,0
460000.0,51.0,2,138,542597,250000,0.0,10698,1,1,0,0,1,0,0
650000.0,42.0,4,76,0,436714,0.0,0,1,1,0,0,1,0,0
46000.0,40.0,1,92,0,2078220,0.0,36560,0,1,0,1,0,0,0
614000.0,40.0,2,93,0,1362,0.0,800000,2,0,1,0,1,0,0
670000.0,35.0,2,29,385974,406014,0.0,0,1,0,1,1,0,0,0
628000.0,40.0,4,31,0,0,0.0,1500000,1,1,0,0,1,0,0
57300.0,47.0,1,13,0,696386,0.0,896000,1,1,0,1,0,0,0
1325000.0,48.0,4,138,4417010,166245,0.0,1500000,2,0,1,0,1,0,0
789000.0,53.0,4,27,1017913,278042,0.0,1000000,2,0,1,0,1,0,0
1000000.0,42.0,2,27,796361,259348,0.0,132718,1,1,0,0,1,0,0
550000.0,50.0,1,138,0,62411,0.0,410608,1,0,1,0,1,0,0
83500.0,46.0,2,55,0,250000,0.0,0,1,1,0,1,0,0,0
800000.0,51.0,1,90,0,268739,0.0,89007,2,0,1,0,1,0,0
1100000.0,45.0,4,25,0,192299,2988111.0,93872,3,0,1,1,0,0,0
630000.0,29.0,2,27,0,91535,0.0,20,2,0,1,0,1,0,0
8710000.0,34.0,2,53,0,750000,0.0,7781,0,1,0,0,0,0,1
681000.0,53.0,1,52,384966,-4828,0.0,0,1,0,1,0,1,0,0
605000.0,38.0,1,66,0,300000,0.0,136861,0,0,1,1,0,0,0
1700000.0,37.0,1,71,0,975318,0.0,4000000,2,0,1,0,1,0,0
6010000.0,43.0,4,25,0,64152,0.0,888840,1,0,1,0,1,0,0
1160000.0,47.0,2,83,0,12044,0.0,1099284,3,0,1,0,1,0,0
648000.0,53.0,4,138,0,215807,0.0,0,1,0,1,0,1,0,0
470000.0,26.0,3,64,0,250000,0.0,96943,1,1,0,1,0,0,0
49200.0,41.0,2,120,0,2862637,0.0,370788,1,1,0,1,0,0,0
800000.0,48.0,2,78,0,883111,0.0,0,1,0,1,0,1,0,0
1262000.0,52.0,1,138,0,0,0.0,0,1,0,1,1,0,0,0
650000.0,38.0,2,88,0,102130,0.0,100000,3,0,1,0,1,0,0
800000.0,54.0,4,138,0,-288450,0.0,500000,1,0,1,0,1,0,0
6020000.0,40.0,4,85,0,1898072,0.0,0,2,0,1,0,1,0,0
65000.0,40.0,4,142,0,13320,934047.0,1996064,2,0,1,0,1,0,0
3500000.0,59.0,4,84,0,313284,0.0,348659,3,0,1,1,0,0,0
610000.0,53.0,1,37,0,53517,0.0,0,1,1,0,0,1,0,0
493000.0,64.0,3,18,0,500000,0.0,100000,1,1,0,1,0,0,0
6300000.0,28.0,2,43,0,711373,0.0,21889,3,1,0,1,0,0,0
50000.0,41.0,2,74,0,17349,0.0,175330,1,1,0,1,0,0,0
1000000.0,53.0,4,138,609457,351911,0.0,700000,3,0,1,0,0,0,0
5210000.0,43.0,4,73,0,109632,0.0,0,2,0,1,0,1,0,0
52300.0,42.0,2,57,0,1250000,0.0,45549,0,1,0,1,0,0,0
1300000.0,41.0,4,31,638143,1024351,0.0,597344,2,1,0,0,1,0,0
625000.0,47.0,4,71,0,500499,0.0,0,1,1,0,0,1,0,0
484000.0,54.0,4,84,0,493994,0.0,35892,1,0,1,0,1,0,0
60000.0,48.0,2,132,0,250814,0.0,891841,1,1,0,1,0,0,0
638000.0,50.0,2,138,0,325000,0.0,461631,1,0,1,1,0,0,0
500000.0,41.0,2,17,0,343067,0.0,0,1,0,1,0,1,0,0
2880000.0,44.0,2,52,446177,166289,0.0,1941959,1,0,1,0,1,0,0
1150000.0,47.0,2,39,0,137879,0.0,2000000,3,1,0,0,1,0,0
1000000.0,28.0,2,67,0,0,0.0,0,0,1,0,1,0,0,0
1200000.0,52.0,2,27,977518,517803,0.0,1000000,2,0,1,0,1,0,0
50000.0,41.0,2,44,0,1114466,0.0,0,1,1,0,1,0,0,0
670000.0,35.0,2,92,0,303527,0.0,177949,1,1,0,0,1,0,0
8500000.0,31.0,1,84,0,1000000,0.0,0,0,1,0,0,0,1,0
756000.0,47.0,4,127,0,412016,0.0,0,2,0,1,0,1,0,0
1814000.0,35.0,4,72,0,53909,0.0,0,1,0,1,0,1,0,0
450000.0,50.0,1,12,750815,0,0.0,0,1,1,0,0,1,0,0
7300000.0,43.0,4,18,0,240475,0.0,250000,2,0,1,0,1,0,0
500000.0,43.0,1,48,0,0,0.0,2,1,1,0,0,1,0,0
720000.0,51.0,1,69,0,300000,0.0,0,1,0,1,0,1,0,0
3000000.0,63.0,1,17,0,991604,0.0,0,2,0,1,1,0,0,0
68000.0,53.0,1,107,0,845000,0.0,372751,3,1,0,1,0,0,0
935000.0,46.0,1,142,0,500000,0.0,0,1,1,0,0,1,0,0
5000000.0,34.0,2,125,0,361743,0.0,403514,1,1,0,1,0,0,0
9600000.0,38.0,4,65,527694,120143,0.0,0,2,0,1,0,1,0,0
450000.0,52.0,4,35,0,450000,0.0,400000,1,0,1,1,0,0,0
750000.0,44.0,2,83,0,46200,0.0,489350,3,1,0,1,0,0,0
75000.0,58.0,1,84,0,157950,7046942.0,568440,1,1,0,1,0,0,0
8230000.0,41.0,2,72,0,126247,0.0,0,1,1,0,1,0,0,0
724000.0,47.0,1,31,0,500000,0.0,1963,1,0,1,0,1,0,0
70000.0,56.0,2,70,0,250000,0.0,0,0,1,0,1,0,0,0
56000.0,45.0,1,55,0,3500000,0.0,223338,1,0,1,0,1,0,0
680000.0,53.0,2,95,0,0,0.0,0,1,0,1,0,1,0,0
1300000.0,55.0,1,122,0,0,0.0,0,1,1,0,1,0,0,0
71600.0,52.0,2,43,0,0,0.0,0,0,1,0,1,0,0,0
3080000.0,42.0,4,71,0,0,0.0,0,2,0,1,0,1,0,0
65000.0,44.0,2,93,0,1500000,0.0,927991,1,1,0,1,0,0,0
91100.0,53.0,1,55,0,300000,0.0,300000,1,0,1,0,1,0,0
5000000.0,30.0,2,52,0,250000,0.0,0,0,1,0,0,1,0,0
1500000.0,43.0,2,48,0,812198,0.0,0,1,0,1,0,1,0,0
2057000.0,38.0,2,68,0,973247,0.0,0,2,0,1,0,1,0,0
650000.0,39.0,1,76,0,388697,0.0,246770,1,0,1,0,1,0,0
975000.0,47.0,1,72,0,8224,0.0,1000000,3,1,0,1,0,0,0
450000.0,52.0,4,27,897362,16162,0.0,241838,1,0,1,1,0,0,0
871000.0,48.0,4,138,0,900000,0.0,0,1,0,1,1,0,0,0
821000.0,54.0,2,118,0,550552,0.0,166371,2,0,1,0,1,0,0
1100000.0,41.0,4,151,0,500000,0.0,0,1,0,1,0,1,0,0
9820000.0,38.0,2,31,0,62378,0.0,0,1,1,0,1,0,0,0
65000.0,46.0,4,55,920838,4655418,0.0,0,1,0,1,0,1,0,0
1672000.0,43.0,1,138,3027553,1896287,0.0,4390608,1,0,1,0,1,0,0
6480000.0,40.0,2,60,0,9570,0.0,500000,1,1,0,0,0,0,1
60000.0,51.0,4,52,0,343994,0.0,162123,1,0,1,0,1,0,0
873000.0,51.0,1,90,0,377597,0.0,0,1,1,0,1,0,0,0
72000.0,52.0,4,55,2959766,350000,845054.0,0,1,0,1,0,1,0,0
554000.0,53.0,2,27,0,-6556,0.0,494530,1,0,1,0,0,1,0
438000.0,49.0,4,138,0,240225,0.0,0,1,0,1,0,1,0,0
500000.0,39.0,4,71,0,0,0.0,0,2,0,1,0,0,1,0
8780000.0,44.0,4,53,973108,726868,1568815.0,132961,1,0,1,0,1,0,0
8630000.0,39.0,1,45,0,0,0.0,392469,0,1,0,0,0,0,1
450000.0,52.0,2,27,0,0,0.0,89843,1,1,0,0,0,1,0
818000.0,49.0,4,31,812869,62090,0.0,485200,2,1,0,0,1,0,0
850000.0,45.0,4,31,409101,850000,0.0,753682,1,0,1,0,1,0,0
500000.0,48.0,4,138,0,0,0.0,0,1,1,0,0,1,0,0
3340000.0,59.0,2,28,0,0,0.0,0,1,1,0,0,1,0,0
44000.0,38.0,2,49,0,478188,0.0,519010,1,1,0,1,0,0,0
75200.0,54.0,1,68,0,1040000,0.0,0,1,1,0,1,0,0,0
596000.0,49.0,1,138,0,83915,0.0,1000000,2,0,1,0,1,0,0
600000.0,51.0,1,31,0,13476,0.0,0,1,1,0,0,0,0,1
1000000.0,47.0,1,15,0,199629,0.0,774251,1,1,0,0,1,0,0
500000.0,37.0,2,139,0,132982,0.0,0,1,1,0,1,0,0,0
700000.0,33.0,2,48,0,686288,0.0,0,1,0,1,0,1,0,0
950000.0,41.0,4,49,0,489990,0.0,59172,1,0,1,0,1,0,0
72000.0,58.0,1,56,0,2119899,0.0,0,1,1,0,1,0,0,0
71700.0,48.0,2,141,0,779223,0.0,0,1,1,0,1,0,0,0
800000.0,34.0,4,62,0,800000,0.0,0,1,1,0,0,1,0,0
750000.0,52.0,2,35,1036913,12456,0.0,1071651,1,0,1,0,1,0,0
7730000.0,43.0,4,84,0,498518,0.0,97440,3,0,1,0,1,0,0
1140000.0,42.0,4,52,0,301852,0.0,17356,1,0,1,0,1,0,0
7500000.0,27.0,2,90,0,0,13072172.0,0,1,1,0,1,0,0,0
798000.0,42.0,4,138,0,290399,0.0,0,2,0,1,0,1,0,0
730000.0,47.0,1,138,0,550000,0.0,273100,1,0,1,1,0,0,0
1150000.0,40.0,4,31,0,1167868,0.0,962761,1,0,1,0,1,0,0
1252000.0,48.0,4,117,0,588394,0.0,0,2,0,1,0,1,0,0
435000.0,35.0,2,129,0,49689,0.0,242212,1,0,1,0,1,0,0
600000.0,54.0,1,16,0,1150000,0.0,0,1,1,0,0,0,0,1
80000.0,42.0,4,55,0,489821,0.0,0,2,0,1,0,1,0,0
1971000.0,42.0,1,52,0,0,0.0,1379843,0,0,1,0,1,0,0
550000.0,32.0,2,39,0,85293,0.0,500000,2,1,0,0,1,0,0
500000.0,53.0,0,81,0,0,0.0,0,1,1,0,0,1,0,0
660000.0,54.0,2,77,0,600000,0.0,44095,1,0,1,1,0,0,0
500000.0,50.0,2,138,0,367595,0.0,300000,2,0,1,1,0,0,0
1200000.0,39.0,4,42,3788129,512102,0.0,412983,1,0,1,0,1,0,0
70000.0,50.0,1,16,0,350000,0.0,344483,1,1,0,1,0,0,0
95300.0,55.0,4,55,0,800000,0.0,0,1,0,1,0,1,0,0
1343000.0,55.0,4,31,1196184,163114,0.0,500000,1,0,1,0,1,0,0
1550000.0,41.0,-1,34,0,1274933,0.0,0,1,0,1,1,0,0,0
4500000.0,39.0,4,55,0,297208,0.0,43173,1,0,1,0,1,0,0
1000000.0,51.0,4,138,0,671558,0.0,116052,1,1,0,1,0,0,0
1201000.0,44.0,4,17,913695,29328,0.0,497417,3,0,1,0,1,0,0
818000.0,54.0,2,27,0,0,0.0,34095,1,0,1,0,1,0,0
600000.0,30.0,2,10,0,292999,0.0,267112,1,1,0,1,0,0,0
950000.0,41.0,4,49,0,489990,0.0,59172,1,0,1,0,1,0,0
700000.0,34.0,1,82,0,263331,0.0,486984,2,0,1,0,1,0,0
75000.0,33.0,2,45,0,1345295,0.0,0,1,1,0,1,0,0,0
466000.0,36.0,1,66,549646,250000,0.0,0,2,0,1,0,1,0,0
803000.0,49.0,4,90,0,428111,0.0,0,1,0,1,0,1,0,0
598000.0,34.0,4,130,0,281426,0.0,0,3,0,1,0,1,0,0
638000.0,32.0,2,48,0,693829,0.0,0,2,0,1,0,0,0,1
680000.0,50.0,2,138,0,788499,0.0,132004,3,1,0,1,0,0,0
8230000.0,43.0,4,55,0,500000,0.0,10942,1,0,1,0,1,0,0
89300.0,55.0,1,69,0,0,0.0,200000,0,1,0,1,0,0,0
707000.0,46.0,4,138,0,796216,1539619.0,288571,2,0,1,0,0,1,0
580000.0,27.0,2,140,0,178672,0.0,91694,1,1,0,1,0,0,0
5600000.0,41.0,4,55,0,250000,0.0,102208,1,0,1,0,1,0,0
50000.0,44.0,1,73,0,0,0.0,0,1,1,0,1,0,0,0
62800.0,41.0,4,55,0,1950000,0.0,471252,2,0,1,0,1,0,0
550000.0,49.0,4,31,0,510361,0.0,0,2,0,1,0,1,0,0
7500000.0,39.0,2,76,0,550000,0.0,100000,0,1,0,0,0,0,1
700000.0,34.0,4,82,0,263331,0.0,486984,2,0,1,0,0,0,0
485000.0,52.0,1,27,0,109234,0.0,157213,3,0,1,0,0,1,0
750000.0,51.0,4,48,755423,317838,0.0,500000,1,0,1,1,0,0,0
821000.0,48.0,4,118,0,550552,0.0,166371,2,0,1,0,0,1,0
700000.0,31.0,1,27,0,165371,0.0,259524,1,0,1,1,0,0,0
66800.0,49.0,2,15,0,0,0.0,0,1,1,0,1,0,0,0
80000.0,39.0,-1,61,0,650000,0.0,0,1,1,0,1,0,0,0
1250000.0,28.0,2,13,0,800000,0.0,0,2,0,1,1,0,0,0
1500000.0,46.0,1,19,0,2833748,0.0,0,2,0,1,0,0,1,0
850000.0,38.0,1,67,847757,400000,0.0,0,1,0,1,0,1,0,0
75000.0,44.0,1,93,0,0,0.0,0,0,1,0,1,0,0,0
5580000.0,32.0,2,34,0,862294,0.0,0,1,1,0,0,1,0,0
2750000.0,37.0,4,24,0,1239794,0.0,1851812,1,0,1,0,1,0,0
482000.0,52.0,4,138,0,604803,0.0,0,1,1,0,1,0,0,0
75000.0,43.0,2,81,0,845000,0.0,199730,0,1,0,1,0,0,0
680000.0,31.0,2,44,0,176792,0.0,400000,1,0,1,0,1,0,0
1184000.0,37.0,1,48,0,1120000,0.0,76728,0,0,1,0,1,0,0
1634000.0,53.0,1,27,864795,1471753,0.0,0,1,0,1,0,1,0,0
9500000.0,32.0,2,92,0,0,6207882.0,0,0,1,0,1,0,0,0
697000.0,48.0,1,138,505623,1111733,0.0,266818,2,0,1,0,1,0,0
500000.0,55.0,4,68,0,250000,0.0,0,0,0,1,1,0,0,0
1813000.0,41.0,2,54,0,1033858,0.0,0,1,0,1,0,1,0,0
450000.0,38.0,1,43,0,238233,0.0,0,1,0,1,0,1,0,0
8340000.0,40.0,4,55,0,0,0.0,26221,1,0,1,0,1,0,0
863000.0,33.0,4,27,0,103130,0.0,436405,3,0,1,0,1,0,0
1325000.0,54.0,4,27,4417010,166245,0.0,1500000,2,0,1,0,1,0,0
994000.0,48.0,1,27,0,648768,0.0,475222,3,0,1,0,1,0,0
450000.0,29.0,1,19,0,472842,0.0,200054,1,1,0,1,0,0,0
1600000.0,42.0,4,138,868598,1000000,0.0,918971,2,1,0,0,1,0,0
4760000.0,44.0,4,31,0,500000,0.0,0,1,1,0,0,1,0,0
1290000.0,55.0,2,27,0,50958,0.0,334889,2,0,1,0,1,0,0
730000.0,47.0,1,138,0,375721,0.0,436137,1,0,1,0,1,0,0
700000.0,27.0,1,13,0,0,0.0,0,2,0,1,0,1,0,0
50000.0,56.0,2,132,0,1605281,0.0,0,0,1,0,1,0,0,0
1100000.0,45.0,4,54,0,1500000,0.0,58388,1,1,0,0,1,0,0
51000.0,51.0,2,47,0,1286507,0.0,4824157,0,1,0,1,0,0,0
55000.0,48.0,2,16,0,0,0.0,0,0,1,0,1,0,0,0
1471000.0,41.0,4,90,0,800000,0.0,0,1,1,0,0,1,0,0
781000.0,53.0,4,130,0,800000,0.0,11912,2,0,1,0,1,0,0
620000.0,52.0,4,27,0,-7899,0.0,1500000,1,0,1,0,1,0,0
2587000.0,47.0,1,39,0,0,0.0,0,0,1,0,0,1,0,0
1200000.0,52.0,2,27,0,260,0.0,938160,2,0,1,0,1,0,0
1000000.0,52.0,1,27,0,1171587,0.0,445308,1,1,0,0,1,0,0
1039000.0,46.0,1,53,0,0,0.0,22394,0,1,0,0,1,0,0
