RENTA,EDAD,NIV_EDUC,COD_OFI,Crédito_1,Crédito_2,Crédito_3,Crédito_4,Número de meses inactivo,GENERO_0.0,GENERO_1.0,E_CIVIL_0.0,E_CIVIL_1.0,E_CIVIL_2.0,E_CIVIL_3.0
6230000.0,30.0,2,74,0,250000,0.0,0,0,1,0,1,0,0,0
6200000.0,43.0,4,55,0,0,0.0,0,1,0,1,0,1,0,0
6260000.0,43.0,1,120,770167,26046,0.0,220896,2,0,1,0,1,0,0
1981000.0,44.0,1,90,0,1250000,0.0,0,3,1,0,0,1,0,0
73000.0,36.0,2,35,0,886251,0.0,400352,1,1,0,1,0,0,0
8500000.0,37.0,2,76,0,500000,0.0,0,0,1,0,0,0,0,1
6330000.0,44.0,4,103,0,515765,0.0,0,1,1,0,0,1,0,0
9000000.0,44.0,4,76,1923438,6625,0.0,1486858,3,0,1,0,1,0,0
573000.0,51.0,1,93,0,400000,0.0,599108,0,1,0,0,1,0,0
600000.0,45.0,1,73,0,107192,0.0,250000,0,1,0,0,1,0,0
701000.0,35.0,2,54,0,750000,0.0,0,0,0,1,1,0,0,0
500000.0,29.0,2,105,0,0,0.0,0,1,1,0,0,1,0,0
500000.0,47.0,2,138,0,325000,0.0,300000,1,0,1,0,0,1,0
1634000.0,48.0,4,138,864795,1471753,0.0,0,1,0,1,1,0,0,0
900000.0,39.0,4,90,2754039,800000,0.0,381591,1,0,1,0,1,0,0
1000000.0,58.0,4,12,0,441886,0.0,195697,1,0,1,1,0,0,0
590000.0,30.0,4,68,0,700000,0.0,5037,2,1,0,1,0,0,0
690000.0,59.0,1,86,997565,0,0.0,0,1,1,0,0,1,0,0
77100.0,48.0,4,54,0,-44730,0.0,0,2,0,1,0,1,0,0
9900000.0,36.0,4,48,911943,6133,0.0,0,2,0,1,0,1,0,0
1400000.0,36.0,4,84,0,880061,0.0,0,1,1,0,1,0,0,0
904000.0,37.0,2,116,0,38956,0.0,299039,2,0,1,0,1,0,0
6500000.0,35.0,2,21,333336,0,0.0,0,1,1,0,0,0,0,1
600000.0,35.0,4,96,0,185398,0.0,251048,1,0,1,1,0,0,0
760000.0,47.0,1,138,1493564,239177,0.0,1000000,2,0,1,0,1,0,0
730000.0,30.0,2,27,0,600000,0.0,0,2,1,0,0,1,0,0
1500000.0,38.0,1,59,0,0,0.0,0,1,0,1,0,1,0,0
8200000.0,43.0,4,90,916725,615815,0.0,580965,2,0,1,0,1,0,0
8780000.0,41.0,4,148,0,1250000,0.0,0,1,0,1,0,1,0,0
671000.0,42.0,1,90,0,0,0.0,0,0,0,1,0,1,0,0
60200.0,45.0,4,55,0,1552253,227910.0,454512,3,0,1,0,0,0,1
64800.0,44.0,4,55,0,118156,0.0,625718,1,0,1,0,1,0,0
550000.0,36.0,4,12,0,252234,0.0,644009,0,0,1,0,1,0,0
80000.0,59.0,1,48,0,1812698,0.0,0,1,1,0,1,0,0,0
600000.0,52.0,1,81,0,300000,0.0,766926,2,1,0,0,0,0,1
500000.0,46.0,1,151,0,0,0.0,0,0,1,0,0,1,0,0
77200.0,47.0,4,55,0,142722,0.0,3000000,1,0,1,0,1,0,0
500000.0,49.0,4,31,0,300000,0.0,3011664,1,0,1,0,0,1,0
800000.0,53.0,2,80,3029147,110615,3171037.0,329371,1,1,0,1,0,0,0
8000000.0,27.0,3,52,0,500000,0.0,457713,0,1,0,1,0,0,0
1100000.0,51.0,2,52,2325436,40078,0.0,500000,3,0,1,0,1,0,0
700000.0,33.0,4,12,1008411,500000,0.0,0,2,0,1,0,1,0,0
500000.0,56.0,4,73,0,325889,0.0,0,1,0,1,1,0,0,0
450000.0,46.0,1,138,897362,16162,0.0,241838,1,0,1,1,0,0,0
7300000.0,40.0,2,52,0,1250000,0.0,366596,1,1,0,1,0,0,0
750000.0,54.0,2,27,1418051,500000,0.0,0,1,1,0,1,0,0,0
485000.0,47.0,4,50,0,506519,0.0,392401,1,0,1,0,1,0,0
500000.0,48.0,4,31,0,0,0.0,0,1,1,0,0,1,0,0
490000.0,40.0,1,134,0,800000,0.0,124363,1,1,0,0,1,0,0
3000000.0,52.0,1,27,0,2699965,0.0,0,1,0,1,1,0,0,0
65000.0,57.0,1,54,0,1291552,0.0,244528,1,1,0,1,0,0,0
1200000.0,38.0,2,18,0,403230,0.0,0,2,0,1,0,1,0,0
1200000.0,47.0,1,138,0,260,0.0,938160,2,0,1,0,1,0,0
80000.0,48.0,1,55,1898020,0,0.0,0,2,0,1,0,1,0,0
770000.0,44.0,4,29,370509,626321,0.0,0,2,0,1,0,1,0,0
820000.0,36.0,1,54,0,500000,0.0,0,0,0,1,0,1,0,0
990000.0,32.0,2,27,2661695,208983,0.0,0,3,0,1,1,0,0,0
63400.0,42.0,2,95,0,1401401,9548331.0,8990658,1,1,0,1,0,0,0
4000000.0,46.0,1,14,0,451439,0.0,29885,0,0,1,1,0,0,0
730000.0,52.0,1,31,0,375721,0.0,436137,1,0,1,0,0,1,0
523000.0,54.0,2,27,0,300000,0.0,1099926,1,0,1,1,0,0,0
1000000.0,48.0,1,37,2606226,0,0.0,2409187,1,0,1,0,1,0,0
4997000.0,53.0,2,85,0,3405501,1252234.0,0,1,0,1,1,0,0,0
54600.0,45.0,4,55,1952541,338542,137966.0,0,1,0,1,0,1,0,0
1536000.0,55.0,4,39,0,347816,0.0,320337,3,0,1,0,1,0,0
920000.0,55.0,1,27,0,250000,473580.0,0,1,1,0,0,1,0,0
547000.0,54.0,4,127,0,892177,0.0,298710,1,0,1,1,0,0,0
550000.0,30.0,3,90,0,21420,0.0,0,1,0,1,1,0,0,0
700000.0,33.0,2,83,0,0,0.0,0,1,0,1,0,1,0,0
550000.0,24.0,2,90,0,690000,0.0,298569,1,1,0,1,0,0,0
2365000.0,44.0,4,82,0,1581828,0.0,0,1,0,1,0,1,0,0
1877000.0,47.0,4,40,0,286840,0.0,872,2,0,1,0,1,0,0
577000.0,51.0,4,37,0,243901,0.0,0,1,0,1,0,1,0,0
3200000.0,43.0,1,10,0,956620,0.0,0,1,0,1,1,0,0,0
1000000.0,52.0,4,31,0,470852,0.0,94747,3,1,0,0,1,0,0
750000.0,49.0,4,138,0,58908,1882639.0,479066,1,0,1,0,1,0,0
1800000.0,34.0,1,90,0,1000000,0.0,0,1,0,1,0,1,0,0
1299000.0,55.0,2,103,0,104107,0.0,0,3,0,1,0,1,0,0
49000.0,52.0,1,55,0,148904,0.0,500000,3,0,1,0,1,0,0
3080000.0,42.0,4,71,0,0,0.0,0,2,0,1,0,1,0,0
950000.0,34.0,2,50,0,631253,0.0,0,1,1,0,0,1,0,0
837000.0,44.0,4,138,2286842,35041,0.0,853085,1,0,1,0,1,0,0
463000.0,63.0,2,95,0,423805,0.0,289449,2,0,1,0,1,0,0
1500000.0,43.0,1,24,3106530,294809,0.0,0,1,1,0,0,1,0,0
66900.0,39.0,1,90,0,0,0.0,0,1,1,0,1,0,0,0
81800.0,44.0,1,56,0,4000000,0.0,0,1,1,0,1,0,0,0
501000.0,40.0,2,46,0,381240,0.0,0,2,0,1,0,1,0,0
5620000.0,40.0,1,55,1398357,394245,0.0,400000,1,0,1,0,1,0,0
1200000.0,53.0,1,27,2550608,229842,0.0,0,1,0,1,0,1,0,0
98000.0,44.0,2,55,263667,303806,0.0,123444,3,1,0,0,0,1,0
92200.0,56.0,2,22,0,0,0.0,0,1,1,0,1,0,0,0
1492000.0,53.0,4,31,0,250000,7135999.0,2000000,2,0,1,0,1,0,0
1569000.0,50.0,2,129,2989522,864416,0.0,1000000,2,0,1,0,1,0,0
753000.0,40.0,4,138,0,600000,0.0,0,1,0,1,1,0,0,0
48700.0,42.0,1,44,1600714,-48101,0.0,1200000,1,1,0,1,0,0,0
549000.0,40.0,4,31,0,219943,0.0,0,1,0,0,0,1,0,0
744000.0,48.0,1,138,0,103418,0.0,241818,1,0,1,0,1,0,0
708000.0,26.0,4,138,326089,26773,0.0,179046,2,1,0,0,1,0,0
614000.0,40.0,4,93,0,1362,0.0,800000,2,0,1,0,1,0,0
506000.0,45.0,4,31,708583,259894,0.0,291742,1,0,1,1,0,0,0
471000.0,46.0,2,90,0,926068,0.0,0,0,1,0,1,0,0,0
750000.0,34.0,2,27,0,700000,0.0,0,1,0,1,0,1,0,0
65700.0,52.0,1,55,3703789,191906,0.0,1463281,2,0,1,0,1,0,0
750000.0,40.0,4,138,0,219493,0.0,259104,2,0,1,0,1,0,0
6000000.0,38.0,2,105,3171772,408483,0.0,996784,1,1,0,0,0,0,1
650000.0,48.0,4,138,0,385500,0.0,0,1,1,0,0,1,0,0
449000.0,36.0,4,16,0,249982,0.0,0,0,1,0,0,1,0,0
2200000.0,47.0,4,45,0,1300000,0.0,0,1,0,1,1,0,0,0
730000.0,49.0,4,138,715421,-349,0.0,593340,2,0,1,1,0,0,0
604000.0,50.0,4,138,0,238030,0.0,0,1,0,1,1,0,0,0
500000.0,25.0,2,27,0,387038,0.0,138623,1,1,0,0,1,0,0
82000.0,40.0,1,90,0,350000,0.0,349216,1,0,1,0,1,0,0
500000.0,37.0,4,90,0,450000,0.0,0,1,0,1,0,1,0,0
900000.0,29.0,1,76,1146683,99600,0.0,790795,1,0,1,0,1,0,0
62800.0,49.0,2,39,0,0,0.0,0,0,1,0,0,0,1,0
519000.0,54.0,4,27,0,205068,0.0,0,1,0,1,0,1,0,0
91700.0,45.0,4,103,0,584152,0.0,0,2,0,1,0,1,0,0
62600.0,47.0,2,134,0,0,0.0,0,1,1,0,1,0,0,0
700000.0,53.0,4,27,47222,491393,0.0,612446,1,0,1,0,1,0,0
550000.0,30.0,2,90,0,21420,0.0,0,1,0,1,1,0,0,0
1851000.0,38.0,2,129,0,2500000,0.0,0,2,0,1,0,1,0,0
619000.0,30.0,4,33,0,836920,0.0,0,1,1,0,0,1,0,0
50700.0,53.0,2,138,0,724596,0.0,0,0,1,0,1,0,0,0
2500000.0,44.0,2,88,0,2731445,0.0,209098,1,0,1,0,1,0,0
2000000.0,44.0,2,50,0,1440326,0.0,1910326,3,1,0,0,1,0,0
460000.0,55.0,2,27,0,699461,0.0,0,1,0,1,0,1,0,0
82900.0,55.0,1,48,0,210797,0.0,0,1,1,0,0,0,0,1
5000000.0,32.0,2,27,0,500000,0.0,0,1,1,0,1,0,0,0
1600000.0,42.0,2,27,868598,1000000,0.0,918971,2,1,0,1,0,0,0
68000.0,55.0,1,138,0,309516,0.0,350000,2,0,1,0,1,0,0
7000000.0,37.0,2,31,3324622,400000,0.0,2000000,1,1,0,1,0,0,0
450000.0,30.0,2,48,0,6048,0.0,250000,1,1,0,1,0,0,0
850000.0,33.0,4,92,0,108441,0.0,432209,2,0,1,0,1,0,0
8000000.0,31.0,3,21,8166671,250000,0.0,0,1,1,0,1,0,0,0
4700000.0,41.0,4,55,0,599962,0.0,258,1,0,1,0,1,0,0
650000.0,50.0,4,37,0,419611,0.0,0,2,0,1,0,1,0,0
700000.0,36.0,4,124,1202550,0,0.0,0,1,0,1,0,1,0,0
1500000.0,40.0,4,52,0,1207,0.0,300000,3,1,0,0,1,0,0
44400.0,49.0,1,37,0,500000,0.0,300000,1,0,1,0,1,0,0
51100.0,45.0,2,72,0,1583108,0.0,600000,1,1,0,1,0,0,0
1600000.0,43.0,4,31,0,-26976,0.0,1000000,2,0,1,0,1,0,0
850000.0,41.0,4,142,0,294437,0.0,438957,1,0,1,0,1,0,0
50000.0,41.0,2,34,0,1407195,0.0,1655584,1,1,0,1,0,0,0
1555000.0,46.0,2,118,510365,1065501,0.0,0,3,0,1,0,1,0,0
650000.0,29.0,2,52,0,754136,0.0,400000,1,1,0,0,1,0,0
1528000.0,39.0,2,82,2630553,619378,0.0,1458420,1,0,1,0,1,0,0
4860000.0,44.0,4,55,0,800000,0.0,224191,1,0,1,0,1,0,0
618000.0,29.0,4,107,0,1219561,0.0,148603,1,1,0,0,1,0,0
71100.0,51.0,4,55,312464,0,0.0,0,1,0,1,0,0,1,0
1100000.0,42.0,4,31,3294397,0,0.0,0,1,0,1,0,1,0,0
560000.0,27.0,4,67,0,240767,0.0,115040,1,0,1,1,0,0,0
5000000.0,37.0,2,83,0,500000,0.0,821018,1,1,0,0,0,0,1
508000.0,42.0,1,13,0,0,0.0,0,1,0,1,0,1,0,0
5000000.0,36.0,2,17,0,1549818,0.0,2283947,3,1,0,1,0,0,0
1157000.0,54.0,1,25,0,650000,0.0,119998,1,0,1,0,1,0,0
912000.0,54.0,1,122,0,600000,0.0,39585,1,0,1,1,0,0,0
1600000.0,55.0,2,144,0,787280,0.0,199379,1,1,0,1,0,0,0
2921000.0,46.0,2,41,3233611,1992898,0.0,1373613,1,0,1,0,1,0,0
465000.0,43.0,1,152,0,0,0.0,0,2,1,0,0,1,0,0
580000.0,57.0,4,27,0,0,0.0,1498432,0,0,1,1,0,0,0
560000.0,27.0,4,32,0,252925,0.0,228483,1,1,0,1,0,0,0
530000.0,48.0,4,28,0,800000,0.0,0,1,0,1,1,0,0,0
1173000.0,53.0,2,76,0,256348,0.0,0,1,0,1,1,0,0,0
710000.0,38.0,4,124,0,371064,0.0,0,1,0,1,0,1,0,0
848000.0,32.0,2,75,0,250000,0.0,0,0,1,0,0,1,0,0
4500000.0,40.0,2,82,0,749700,0.0,0,1,1,0,1,0,0,0
1034000.0,50.0,4,138,0,451702,0.0,221447,1,1,0,1,0,0,0
2000000.0,34.0,2,77,0,1100137,0.0,3576394,0,0,1,0,1,0,0
450000.0,23.0,2,36,0,538085,0.0,250000,1,1,0,1,0,0,0
61400.0,40.0,4,55,0,1698845,4171316.0,0,1,0,1,0,1,0,0
870000.0,23.0,2,47,0,725788,0.0,300000,1,1,0,1,0,0,0
1820000.0,52.0,2,43,0,1986729,0.0,811670,1,1,0,1,0,0,0
456000.0,30.0,1,56,0,243761,0.0,0,2,0,1,1,0,0,0
1015000.0,32.0,4,90,0,800000,0.0,351516,3,0,1,0,1,0,0
5000000.0,41.0,4,55,0,875625,0.0,1000000,1,0,1,0,1,0,0
450000.0,50.0,1,12,750815,0,0.0,0,1,1,0,0,1,0,0
2594000.0,50.0,1,19,879786,3500000,0.0,1527968,3,0,1,0,0,0,0
4920000.0,41.0,4,55,429737,212071,0.0,1016771,1,0,1,0,1,0,0
2487000.0,52.0,4,29,0,99020,0.0,3610629,3,1,0,0,1,0,0
1086000.0,35.0,2,118,0,500000,0.0,0,2,0,1,0,1,0,0
1528000.0,39.0,4,82,2630553,619378,0.0,1458420,1,0,1,1,0,0,0
1502000.0,45.0,1,138,2296794,425354,0.0,1649683,1,0,1,0,1,0,0
5000000.0,44.0,1,55,0,324542,0.0,0,1,0,1,0,1,0,0
700000.0,48.0,4,35,1900560,250000,0.0,0,1,0,1,0,1,0,0
600000.0,47.0,1,31,0,260422,0.0,0,2,1,0,0,1,0,0
1000000.0,50.0,1,139,0,0,0.0,0,0,1,0,0,1,0,0
789000.0,47.0,4,138,1017913,278042,0.0,1000000,2,0,1,0,1,0,0
6000000.0,38.0,2,60,0,300000,0.0,23429,1,1,0,1,0,0,0
8000000.0,44.0,4,55,0,238499,0.0,0,1,0,1,0,1,0,0
59700.0,45.0,2,37,0,350000,0.0,154079,1,1,0,1,0,0,0
1828000.0,40.0,2,16,2811938,41620,0.0,779639,2,0,1,0,1,0,0
550000.0,40.0,1,47,0,1000000,0.0,0,2,0,1,0,1,0,0
50100.0,47.0,2,37,0,34965,356529.0,300000,1,1,0,1,0,0,0
800000.0,54.0,1,73,0,212070,0.0,194358,1,1,0,0,1,0,0
76000.0,48.0,2,13,0,5350000,0.0,0,1,1,0,1,0,0,0
2618000.0,47.0,1,73,0,1174850,0.0,0,1,0,1,0,1,0,0
7500000.0,32.0,2,20,0,0,0.0,0,1,1,0,1,0,0,0
750000.0,54.0,1,27,0,693036,0.0,0,1,0,0,0,1,0,0
494000.0,52.0,4,27,0,447361,0.0,0,1,0,1,0,1,0,0
500000.0,49.0,2,77,0,913419,0.0,0,1,1,0,0,1,0,0
3086000.0,45.0,4,31,0,1724891,0.0,1937307,2,0,1,0,1,0,0
1300000.0,46.0,4,90,0,0,0.0,0,2,0,1,0,1,0,0
5470000.0,43.0,4,24,0,1038116,0.0,803746,1,0,1,0,1,0,0
450000.0,45.0,4,31,422403,350000,0.0,0,3,0,1,0,1,0,0
7400000.0,38.0,1,90,0,300000,1487058.0,2500000,1,1,0,1,0,0,0
6500000.0,30.0,2,84,0,455233,0.0,0,1,1,0,0,0,0,1
1368000.0,45.0,4,31,485498,1257884,0.0,130484,3,0,1,1,0,0,0
955000.0,39.0,1,68,0,40176,0.0,476240,2,0,1,0,1,0,0
1813000.0,41.0,1,54,0,1033858,0.0,0,1,0,1,0,1,0,0
73000.0,55.0,1,55,1268478,350000,0.0,52548,1,0,1,0,1,0,0
58000.0,57.0,1,90,0,2281702,0.0,3000000,1,1,0,1,0,0,0
834000.0,55.0,4,19,0,600000,0.0,0,1,0,1,0,1,0,0
4900000.0,44.0,4,55,0,232783,0.0,0,1,0,1,0,1,0,0
730000.0,40.0,1,69,0,391829,0.0,60716,1,1,0,0,1,0,0
5600000.0,33.0,2,84,0,171259,0.0,53403,1,1,0,0,1,0,0
76000.0,44.0,2,67,0,722697,0.0,0,1,1,0,1,0,0,0
500000.0,46.0,2,31,0,300000,0.0,548625,1,0,1,0,1,0,0
1405000.0,47.0,4,72,0,934219,0.0,0,0,0,1,0,0,1,0
7000000.0,32.0,2,90,0,3197701,0.0,0,1,1,0,1,0,0,0
5010000.0,34.0,2,80,0,383837,0.0,0,1,1,0,1,0,0,0
1900000.0,54.0,2,27,3600373,288164,0.0,0,3,0,1,1,0,0,0
1354000.0,38.0,1,12,0,1026302,0.0,0,1,0,1,0,1,0,0
9000000.0,36.0,2,71,0,1250350,0.0,100000,0,1,0,1,0,0,0
2279000.0,40.0,4,138,4373067,1000000,0.0,966131,2,0,1,0,0,1,0
5110000.0,38.0,2,42,0,800000,0.0,56914,1,1,0,1,0,0,0
500000.0,51.0,4,138,0,250000,0.0,250000,2,0,1,1,0,0,0
1386000.0,43.0,2,82,0,-7112,0.0,1000000,3,1,0,1,0,0,0
75000.0,54.0,1,146,0,803326,0.0,1230519,1,0,1,0,1,0,0
600000.0,44.0,4,10,0,600000,0.0,0,1,0,1,0,1,0,0
2046000.0,47.0,4,138,0,2000000,0.0,742961,1,0,1,0,1,0,0
1380000.0,53.0,4,90,0,500000,0.0,500000,2,0,1,0,1,0,0
7080000.0,41.0,4,138,0,1516027,0.0,337944,1,0,1,0,1,0,0
44800.0,50.0,2,12,0,272414,0.0,700000,1,1,0,1,0,0,0
883000.0,45.0,1,122,0,783873,0.0,0,1,0,1,0,1,0,0
5500000.0,41.0,4,55,0,262136,0.0,0,1,0,1,0,1,0,0
4350000.0,39.0,1,73,0,238051,0.0,0,1,1,0,0,0,0,1
1400000.0,37.0,2,124,599239,800000,0.0,0,1,0,1,1,0,0,0
1200000.0,27.0,1,116,2208462,0,0.0,0,1,1,0,0,1,0,0
80000.0,42.0,2,90,0,1250000,0.0,0,1,1,0,1,0,0,0
600000.0,30.0,2,100,0,0,0.0,202215,2,0,1,0,1,0,0
796000.0,48.0,2,138,0,507866,0.0,0,1,1,0,1,0,0,0
65000.0,41.0,2,88,0,2238000,0.0,0,1,1,0,1,0,0,0
6500000.0,43.0,4,107,2006872,820302,0.0,0,1,0,1,0,1,0,0
784000.0,33.0,2,90,0,300000,0.0,0,1,1,0,0,1,0,0
450000.0,54.0,2,138,304494,0,0.0,0,1,1,0,1,0,0,0
960000.0,46.0,4,23,0,500000,0.0,1242374,2,0,1,0,1,0,0
633000.0,26.0,4,27,0,890000,0.0,589326,2,0,1,0,1,0,0
44800.0,42.0,2,30,0,0,0.0,0,1,1,0,1,0,0,0
740000.0,28.0,4,13,0,519870,0.0,250000,1,0,1,1,0,0,0
2013000.0,33.0,2,27,0,256013,0.0,631637,3,0,1,1,0,0,0
455000.0,29.0,1,117,0,995233,0.0,0,1,1,0,1,0,0,0
66600.0,58.0,1,120,0,689202,0.0,0,1,1,0,1,0,0,0
6500000.0,42.0,4,55,0,300000,1871430.0,0,1,0,1,0,1,0,0
70200.0,39.0,2,63,2747699,250000,0.0,0,1,1,0,1,0,0,0
580000.0,32.0,1,37,0,247766,0.0,0,1,1,0,0,1,0,0
878000.0,28.0,4,41,1823150,324472,0.0,800000,1,0,1,0,1,0,0
7000000.0,43.0,4,90,0,0,4965038.0,0,1,0,1,0,0,0,1
1400000.0,37.0,2,79,987010,2000000,0.0,164296,1,0,1,0,1,0,0
1020000.0,39.0,4,32,1130505,347209,0.0,150000,1,1,0,0,1,0,0
730000.0,45.0,4,31,0,300000,0.0,300000,1,0,1,0,1,0,0
6590000.0,44.0,4,102,0,12788,0.0,300000,1,1,0,0,1,0,0
5000000.0,44.0,4,31,1237218,0,0.0,0,1,0,1,0,1,0,0
75900.0,50.0,2,98,0,0,0.0,0,0,1,0,1,0,0,0
4900000.0,41.0,4,120,731822,122743,0.0,1015834,1,0,1,0,1,0,0
77800.0,34.0,2,72,0,239087,0.0,480359,1,1,0,0,0,1,0
7160000.0,40.0,4,90,0,1033726,0.0,1451849,1,0,1,0,0,1,0
450000.0,47.0,4,138,0,28427,3746797.0,247672,1,0,1,0,1,0,0
1620000.0,50.0,1,138,0,1250000,0.0,0,0,1,0,0,1,0,0
448000.0,38.0,1,66,0,0,0.0,0,1,1,0,1,0,0,0
1520000.0,47.0,-1,138,0,1150000,8101805.0,0,1,1,0,1,0,0,0
5500000.0,44.0,4,55,0,24357,0.0,200000,2,0,1,0,0,1,0
5000000.0,42.0,1,24,0,573604,0.0,21901,1,0,1,0,1,0,0
600000.0,29.0,2,27,0,250000,0.0,0,1,1,0,1,0,0,0
2000000.0,40.0,4,10,0,0,0.0,1000000,0,0,1,0,1,0,0
68500.0,41.0,4,55,0,650000,0.0,180596,1,0,1,0,1,0,0
463000.0,49.0,1,138,0,-4030,0.0,292673,1,1,0,0,1,0,0
616000.0,47.0,2,138,0,300000,0.0,0,1,0,1,0,1,0,0
8000000.0,43.0,4,80,0,900000,11789569.0,0,2,0,1,0,1,0,0
78400.0,58.0,2,24,583010,500000,0.0,0,1,1,0,1,0,0,0
869000.0,49.0,1,88,0,864534,0.0,0,2,0,1,0,1,0,0
767000.0,32.0,4,71,1062721,224689,0.0,103119,1,0,1,0,1,0,0
700000.0,32.0,1,18,643183,0,0.0,0,1,0,1,0,1,0,0
60000.0,43.0,4,55,0,800000,0.0,2000000,1,0,1,0,1,0,0
1550000.0,37.0,2,52,0,1300000,0.0,0,0,0,1,0,1,0,0
7300000.0,31.0,2,68,0,500000,0.0,0,0,1,0,0,1,0,0
89300.0,43.0,4,16,0,26708,0.0,370406,1,0,1,0,1,0,0
73000.0,45.0,2,27,683692,507000,0.0,0,1,1,0,1,0,0,0
773000.0,49.0,4,144,0,1168253,0.0,1131438,3,0,1,1,0,0,0
7960000.0,39.0,2,34,0,926196,0.0,181587,1,1,0,0,0,0,1
681000.0,48.0,4,52,384966,-4828,0.0,0,1,0,1,0,1,0,0
9940000.0,30.0,2,54,0,2697,14724420.0,857488,1,1,0,0,1,0,0
500000.0,30.0,4,47,0,124741,0.0,347017,2,0,1,1,0,0,0
44200.0,38.0,2,33,560519,1040000,0.0,250000,1,1,0,0,0,1,0
6000000.0,42.0,4,55,0,13582,0.0,1148381,2,0,1,0,1,0,0
450000.0,62.0,2,34,0,327948,0.0,28094,0,0,1,1,0,0,0
846000.0,51.0,4,62,661946,0,0.0,0,1,0,1,0,1,0,0
582000.0,49.0,4,138,1415178,300000,0.0,0,1,0,1,0,1,0,0
1566000.0,35.0,2,66,3874669,461265,201045.0,0,1,0,1,0,1,0,0
9500000.0,44.0,4,55,0,500000,0.0,0,1,0,1,0,1,0,0
1080000.0,41.0,2,102,0,845000,0.0,0,1,0,1,0,1,0,0
6000000.0,40.0,2,34,0,192928,0.0,500000,1,1,0,0,0,0,1
1133000.0,37.0,4,90,0,990243,0.0,110337,0,0,1,0,1,0,0
5000000.0,33.0,2,49,0,850000,0.0,206339,0,1,0,1,0,0,0
650000.0,49.0,4,90,0,8677,1069751.0,400000,2,1,0,0,1,0,0
78200.0,38.0,2,25,0,0,0.0,0,1,1,0,1,0,0,0
1820000.0,52.0,4,43,0,1986729,0.0,811670,1,0,1,0,1,0,0
2067000.0,38.0,2,59,0,1174851,0.0,0,1,0,1,0,1,0,0
700000.0,42.0,1,138,0,0,0.0,0,1,0,1,0,1,0,0
800000.0,40.0,4,18,0,1000000,0.0,0,2,0,1,1,0,0,0
5580000.0,40.0,1,65,0,336706,0.0,0,0,1,0,1,0,0,0
80000.0,54.0,1,55,0,1000000,0.0,0,1,0,1,0,1,0,0
491000.0,51.0,1,20,0,0,0.0,0,0,1,0,0,0,1,0
1900000.0,48.0,1,56,1555879,450062,0.0,719865,3,1,0,0,1,0,0
6500000.0,39.0,2,22,1162311,300000,0.0,148460,1,1,0,1,0,0,0
600000.0,48.0,4,138,1297251,374722,0.0,0,1,0,1,0,1,0,0
3300000.0,56.0,4,13,4543958,1126051,0.0,2999998,1,1,0,0,1,0,0
6000000.0,34.0,2,90,0,18283,0.0,800000,3,1,0,0,0,0,1
511000.0,29.0,4,13,536709,550000,0.0,0,1,1,0,0,1,0,0
800000.0,44.0,1,103,0,1058145,0.0,0,1,1,0,0,1,0,0
78300.0,41.0,4,55,878509,524802,0.0,500000,1,0,1,0,1,0,0
69400.0,41.0,4,55,270649,600000,0.0,197220,1,0,1,0,1,0,0
1176000.0,47.0,1,90,0,1300000,0.0,2133472,1,1,0,0,1,0,0
623000.0,26.0,2,42,0,600000,0.0,0,1,0,1,1,0,0,0
900000.0,21.0,4,38,1808407,0,0.0,0,1,1,0,1,0,0,0
650000.0,47.0,4,138,673415,309777,0.0,0,1,0,1,1,0,0,0
50000.0,40.0,1,55,0,398106,0.0,0,2,0,1,0,1,0,0
45200.0,40.0,1,55,0,752420,0.0,0,3,0,1,0,1,0,0
1024000.0,52.0,2,27,0,6311,0.0,1102797,2,0,1,0,1,0,0
435000.0,47.0,2,131,0,543111,0.0,0,1,1,0,1,0,0,0
80000.0,50.0,1,66,0,1258100,0.0,0,3,1,0,1,0,0,0
70700.0,43.0,-1,61,0,800000,0.0,2000000,1,1,0,1,0,0,0
1370000.0,49.0,1,31,0,230259,0.0,0,3,0,1,0,1,0,0
4850000.0,33.0,2,108,1454987,387142,0.0,454705,1,1,0,0,0,1,0
1380000.0,45.0,2,138,0,29024,0.0,1000000,2,0,1,0,0,0,1
70000.0,48.0,1,55,0,4994,0.0,400000,1,0,1,0,1,0,0
466000.0,36.0,4,66,549646,250000,0.0,0,2,0,1,0,1,0,0
500000.0,37.0,2,90,458297,24325,0.0,486999,1,0,1,0,1,0,0
53000.0,47.0,2,33,0,1369068,0.0,56358,0,1,0,0,0,1,0
2098000.0,49.0,2,52,0,1613688,0.0,2982747,2,0,1,0,1,0,0
6300000.0,38.0,2,96,0,1650000,0.0,2482192,1,1,0,0,0,0,1
600000.0,46.0,1,92,0,16333,0.0,379861,1,1,0,0,1,0,0
490000.0,37.0,4,90,0,350000,0.0,95140,0,1,0,0,1,0,0
54800.0,40.0,1,128,0,0,0.0,0,1,0,1,0,1,0,0
2854000.0,47.0,4,138,10224716,153716,0.0,3000000,3,0,1,1,0,0,0
460000.0,49.0,4,138,0,699461,0.0,0,1,0,1,1,0,0,0
600000.0,52.0,1,31,0,300000,0.0,0,1,1,0,0,1,0,0
45000.0,53.0,2,105,0,1250000,0.0,1028957,1,1,0,1,0,0,0
1200000.0,46.0,4,138,2715249,500000,0.0,1000000,3,1,0,0,0,1,0
1500000.0,33.0,2,83,0,800000,0.0,421656,2,0,1,1,0,0,0
